# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
433.4126698;-3.9798043;-11.7059109;1.7711328;-0.0952499;6.0445065;0.6149266
433.6125834;-4.0177296;-11.5096189;1.7522161;-0.093994;6.0648103;0.6216109
433.812497;-4.0519588;-11.3126545;1.733547;-0.0927798;6.0852659;0.6269802
434.0124105;-4.0825254;-11.1151123;1.7151189;-0.0916028;6.1058287;0.6312624
434.2123241;-4.1094772;-10.9169843;1.6969173;-0.0904603;6.1264623;0.6346088
434.4122377;-4.1328323;-10.7184819;1.6789475;-0.0893549;6.1471354;0.6369602
434.6121513;-4.1526432;-10.5195423;1.6611911;-0.0882799;6.1678155;0.6386028
434.8120649;-4.1689392;-10.3202929;1.6436469;-0.087244;6.1884795;0.6392334
435.0119785;-4.1817565;-10.1208082;1.6263073;-0.0862441;6.2090951;0.6390018
435.2118921;-4.1911351;-9.921077;1.60916;-0.0852736;6.229635;0.6381865
435.4118057;-4.197105;-9.7212925;1.5922103;-0.0843336;6.2500813;0.6367594
435.6117193;-4.1997068;-9.5213855;1.5754415;-0.0834201;6.2704155;0.6348901
435.8116329;-4.1989744;-9.3214732;1.5588531;-0.0825425;6.2906245;0.6322043
436.0115465;-4.1949437;-9.1216149;1.5424376;-0.0816983;6.3106837;0.6288214
436.2114601;-4.1876475;-8.9218003;1.5261843;-0.0808799;6.3305725;0.625062
436.4113737;-4.177125;-8.7221994;1.5100966;-0.080097;6.3502807;0.6205263
436.6112873;-4.1634049;-8.5227477;1.4941595;-0.0793378;6.3697856;0.6157123
436.8112009;-4.1465238;-8.3235483;1.4783723;-0.0786055;6.3890803;0.6104756
437.0111144;-4.1265158;-8.1246501;1.4627299;-0.0778981;6.4081536;0.6049043
437.211028;-4.1034081;-7.9260484;1.4472234;-0.0772132;6.4269969;0.5990888
437.4109416;-4.0772458;-7.7278826;1.4318697;-0.0764138;6.4456048;0.5987143
437.6108552;-4.0480543;-7.5301041;1.416671;-0.0756359;6.4641475;0.5978753
437.8107688;-4.0158773;-7.3327972;1.4016399;-0.0746084;6.4826114;0.6079665
438.0106824;-3.980763;-7.1360004;1.3868526;-0.0733365;6.5013331;0.6283539
438.210596;-3.9427616;-6.9397112;1.3723155;-0.0720845;6.5206261;0.6474483
438.4105096;-3.9019445;-6.7440292;1.3580422;-0.0707254;6.5404459;0.6707591
438.6104232;-3.8583595;-6.5489193;1.3440372;-0.0693836;6.5609161;0.6928385
438.8103368;-3.8120734;-6.3544377;1.330299;-0.0680592;6.5819933;0.713761
439.0102504;-3.7631471;-6.1606096;1.3168245;-0.0667487;6.6036366;0.7337717
439.210164;-3.7116337;-5.9674336;1.3036093;-0.0654538;6.625813;0.7528599
439.4100776;-3.657604;-5.7749728;1.2906532;-0.0641732;6.6484895;0.7711526
439.6099912;-3.6011053;-5.5832059;1.2779508;-0.0629051;6.671637;0.7887863
439.8099047;-3.5422003;-5.3921675;1.2655009;-0.0616461;6.695231;0.8059637
440.0098183;-3.4809467;-5.2018731;1.2533026;-0.0603936;6.7192533;0.8228505
440.2097319;-3.4173965;-5.0123218;1.2413528;-0.0591525;6.7436906;0.8392567
440.4096455;-3.351614;-4.8235488;1.2296513;-0.0579188;6.7685242;0.8554036
440.6095591;-3.2836473;-4.6355421;1.218195;-0.056694;6.7937423;0.8712497
440.8094727;-3.2135546;-4.4483191;1.2069827;-0.0554763;6.8193316;0.8869172
441.0093863;-3.1413906;-4.2618868;1.1960137;-0.0542634;6.8452828;0.9025344
441.2092999;-3.0672066;-4.0762439;1.185286;-0.0530586;6.8715904;0.9179694
441.4092135;-2.9910598;-3.8914035;1.1747992;-0.0518569;6.898245;0.933485
441.6091271;-2.9129998;-3.7073598;1.1645519;-0.0506614;6.9252449;0.9489471
441.8090407;-2.8330798;-3.5241161;1.154543;-0.0494707;6.9525845;0.9644437
442.0089543;-2.7513518;-3.3416724;1.1447719;-0.0482831;6.9802609;0.9800757
442.2088679;-2.6678665;-3.1600259;1.1352377;-0.0471011;7.0082739;0.9957367
442.4087815;-2.5826741;-2.9791729;1.1259396;-0.0459202;7.0366203;1.0116635
442.608695;-2.4958256;-2.7991105;1.1168772;-0.0447435;7.0653037;1.0277175
442.8086086;-2.4073696;-2.6198315;1.1080497;-0.0435696;7.0943235;1.0439752
443.0085222;-2.3173554;-2.4413296;1.0994567;-0.0423972;7.1236813;1.0605164
443.2084358;-2.2258327;-2.2635995;1.0910979;-0.0412285;7.1533809;1.077247
443.4083494;-2.1328459;-2.0866253;1.0829725;-0.0400599;7.1834234;1.0943647
443.608263;-2.0384467;-1.9104048;1.0750806;-0.0388938;7.2138151;1.1117504
443.8081766;-1.9426794;-1.7349225;1.0674216;-0.0377293;7.2445591;1.1294694
444.0080902;-1.8455909;-1.5601668;1.0599953;-0.0365653;7.27566;1.1475857
444.2080038;-1.7472299;-1.3861296;1.0528017;-0.0354035;7.3071242;1.1660228
444.4079174;-1.6476357;-1.2127862;1.0458401;-0.0342411;7.3389558;1.1849419
444.607831;-1.54686;-1.0401333;1.039111;-0.0330802;7.371163;1.2042473
444.8077446;-1.444944;-0.8681493;1.0326137;-0.0319199;7.4037514;1.2239939
445.0076582;-1.3419319;-0.696818;1.0263484;-0.0307596;7.4367278;1.2442338
445.2075718;-1.2378712;-0.5261284;1.0203152;-0.0296004;7.4701004;1.2649102
445.4074854;-1.1327976;-0.3560499;1.0145136;-0.0284401;7.5038753;1.2861684
445.6073989;-1.0267619;-0.1865767;1.008944;-0.0272804;7.5380627;1.30792
445.8073125;-0.9198027;-0.0176829;1.0036061;-0.0261214;7.5726701;1.3301756
446.0072261;-0.8119622;0.1506512;0.9984999;-0.0249627;7.6077048;1.3529785
446.2071397;-0.7032863;0.31844;0.9936254;-0.0238045;7.6431754;1.3763285
