# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
362.4433442;45.2791797;-25.5780436;4.243753;-0.0100922;8;0
362.6432578;45.1887046;-25.7563111;4.2417223;-0.0102234;8;0
362.8431714;45.0978646;-25.9343946;4.2396654;-0.0103545;8;0
363.043085;45.0066566;-26.1122891;4.2375823;-0.0104858;8;0
363.2429986;44.9150758;-26.2899919;4.2354729;-0.010617;8;0
363.4429122;44.8231176;-26.467501;4.2333373;-0.0107483;8;0
363.6428258;44.730779;-26.6448105;4.2311755;-0.0108796;8;0
363.8427394;44.6380543;-26.8219199;4.2289874;-0.0110109;8;0
364.042653;44.5449403;-26.9988242;4.226773;-0.0111421;8;0
364.2425666;44.4514325;-27.1755207;4.2245325;-0.0112731;8;0
364.4424802;44.3575262;-27.3520069;4.2222657;-0.0114042;8;0
364.6423938;44.2632187;-27.528277;4.2199729;-0.0115343;8;0
364.8423073;44.1685043;-27.7043303;4.217654;-0.0116645;8;0
365.0422209;44.0733799;-27.8801618;4.2153091;-0.0117944;8;0
365.2421345;43.9778412;-28.0557685;4.2129383;-0.0119242;8;0
365.4420481;43.8818836;-28.2311478;4.2105415;-0.0120539;8;0
365.6419617;43.7855046;-28.406294;4.208119;-0.0121819;8;0
365.8418753;43.6886987;-28.581206;4.2056708;-0.0123101;8;0
366.0417889;43.5914628;-28.7558788;4.2031969;-0.0124415;8;0
366.2417025;43.4937929;-28.9303091;4.2006963;-0.0125753;8;0
366.4416161;43.3956843;-29.1044941;4.1981689;-0.0127115;8;0
366.6415297;43.297134;-29.2784279;4.1956116;-0.0128724;8;0
366.8414433;43.1981359;-29.4521085;4.1930221;-0.0130334;8;0
367.0413569;43.0986857;-29.6255301;4.1904001;-0.0132005;8;0
367.2412705;42.9987783;-29.7986887;4.1877441;-0.0133719;8;0
367.4411841;42.8984081;-29.9715801;4.1850537;-0.0135433;8;0
367.6410976;42.7975705;-30.1441984;4.1823292;-0.0137136;8;0
367.8410112;42.6962599;-30.3165401;4.1795706;-0.0138841;8;0
368.0409248;42.5944713;-30.4885997;4.176778;-0.0140539;8;0
368.2408384;42.4921998;-30.6603726;4.1739515;-0.0142233;8;0
368.440752;42.3894401;-30.8318543;4.1710911;-0.014393;8;0
368.6406656;42.2861876;-31.0030392;4.1681966;-0.0145643;8;0
368.8405792;42.182437;-31.173923;4.1652679;-0.0147357;8;0
369.0404928;42.0781833;-31.3445007;4.1623052;-0.0149023;8;0
369.2404064;41.973422;-31.5147669;4.1593097;-0.0150655;8;0
369.44032;41.8681487;-31.6847162;4.1562815;-0.0152339;8;0
369.6402336;41.7623576;-31.8543448;4.1532141;-0.0154534;8;0
369.8401472;41.6560434;-32.023645;4.1501028;-0.0156729;8;0
370.0400608;41.5491996;-32.1926105;4.1469446;-0.0159448;8;0
370.2399744;41.4418175;-32.361235;4.1437261;-0.0162535;8;0
370.439888;41.333887;-32.5295112;4.1404453;-0.0166453;8;0
370.6398015;41.2253952;-32.6974216;4.1369912;-0.0179106;8;0
370.8397151;41.1163007;-32.8649457;4.1332842;-0.019176;8;0
371.0396287;41.0065653;-33.032049;4.1293167;-0.0205672;8;0
371.2395423;40.8961438;-33.1986994;4.1250572;-0.0220471;8;0
371.4394559;40.7849877;-33.3648633;4.1205016;-0.0235269;8;0
371.6393695;40.6730528;-33.5305004;4.1156511;-0.0250003;8;0
371.8392831;40.5602908;-33.695577;4.1105058;-0.0264747;8;0
372.0391967;40.4466566;-33.8600546;4.1050657;-0.0279496;8;0
372.2391103;40.3321054;-34.0238943;4.0993307;-0.0294258;8;0
372.4390239;40.2165926;-34.1870569;4.0933004;-0.030903;8;0
372.6389375;40.1000731;-34.3495042;4.0869748;-0.0323798;8;0
372.8388511;39.9825058;-34.511192;4.0803539;-0.0338585;8;0
373.0387647;39.8638456;-34.6720818;4.0734372;-0.0353376;8;0
373.2386783;39.7440521;-34.832129;4.0662247;-0.0368186;8;0
373.4385918;39.6230857;-34.9912876;4.0587161;-0.0383017;8;0
373.6385054;39.5009003;-35.1495202;4.0509106;-0.0397852;8;0
373.838419;39.377464;-35.3067713;4.0428085;-0.0412723;8;0
374.0383326;39.2527321;-35.4630015;4.0344088;-0.0427605;8;0
374.2382462;39.1266695;-35.6181595;4.0257113;-0.0442521;8;0
374.4381598;38.9992432;-35.7721914;4.0167155;-0.0457474;8;0
374.6380734;38.8704062;-35.9250601;4.0074201;-0.0472442;8;0
374.837987;38.7401377;-36.0766976;3.9978254;-0.0487466;8;0
375.0379006;38.6083939;-36.2270626;3.9879298;-0.0502517;8;0
375.2378142;38.4751465;-36.3760964;3.9777328;-0.0517621;8;0
375.4377278;38.3403703;-36.5237364;3.9672337;-0.0532783;8;0
375.6376414;38.204018;-36.6699446;3.9564304;-0.0547979;8;0
375.837555;38.0660819;-36.8146401;3.9453233;-0.0563257;8;0
376.0374686;37.92652;-36.9577787;3.9339096;-0.0578583;8;0
376.2373822;37.785312;-37.0992933;3.922189;-0.0593991;8;0
376.4372957;37.6424423;-37.2391124;3.9101601;-0.0609484;8;0
376.6372093;37.4978643;-37.3771952;3.8978197;-0.0625037;8;0
376.8371229;37.3515854;-37.5134483;3.8851683;-0.0640708;8;0
377.0370365;37.203566;-37.6478233;3.8722021;-0.0656454;8;0
377.2369501;37.0537964;-37.7802437;3.8589201;-0.0672322;8;0
377.4368637;36.9022718;-37.9106295;3.8453206;-0.0688311;8;0
377.6367773;36.7489478;-38.0389345;3.8313988;-0.0704404;8;0
377.8366909;36.5938491;-38.1650539;3.8171551;-0.0720657;8;0
378.0366045;36.4369403;-38.2889331;3.8025844;-0.0737031;8;0
378.2365181;36.278224;-38.4104863;3.7876848;-0.0753579;8;0
378.4364317;36.1177079;-38.5296249;3.7724539;-0.0770299;8;0
378.6363453;35.9553532;-38.6462941;3.7568846;-0.0787224;8;0
378.8362589;35.7912023;-38.76038;3.7409766;-0.0804365;8;0
379.0361725;35.6252271;-38.871819;3.7247227;-0.0821736;8;0
379.236086;35.4574448;-38.9805156;3.7081189;-0.0839383;8;0
379.4359996;35.2878768;-39.0863725;3.6911613;-0.0857264;8;0
379.6359132;35.1164946;-39.1893229;3.6738406;-0.0875471;8;0
379.8358268;34.9433585;-39.2892455;3.6561552;-0.0893965;8;0
380.0357404;34.768452;-39.3860649;3.6380959;-0.0912764;8;0
380.235654;34.5918097;-39.4796757;3.6196572;-0.0931929;8;0
380.4355676;34.4134686;-39.5699721;3.6008338;-0.0951404;8;0
380.6354812;34.2334175;-39.6568722;3.5816143;-0.0971305;8;0
380.8353948;34.0517348;-39.7402498;3.5619954;-0.0991583;8;0
381.0353084;33.8684224;-39.8200153;3.541966;-0.1012262;8;0
381.235222;33.6835357;-39.8960538;3.5215185;-0.1033424;8;0
381.4351356;33.4971307;-39.9682516;3.5006453;-0.1054996;8;0
381.6350492;33.3092221;-40.0365102;3.4793329;-0.1077125;8;0
381.8349628;33.1199073;-40.1007;3.4575752;-0.1099755;8;0
382.0348764;32.9292151;-40.1607161;3.4353588;-0.1122912;8;0
382.2347899;32.7372265;-40.2164356;3.4126732;-0.1146709;8;0
382.4347035;32.5440215;-40.2677368;3.3895076;-0.117105;8;0
382.6346171;32.3496511;-40.3145052;3.3658463;-0.1196119;8;0
382.8345307;32.1542335;-40.3566092;3.3416789;-0.1221856;8;0
383.0344443;31.9578368;-40.3939294;3.3169895;-0.1248254;8;0
383.2343579;31.7605723;-40.4263368;3.2917642;-0.1275496;8;0
383.4342715;31.5625522;-40.4537032;3.2659877;-0.1303495;8;0
383.6341851;31.3638764;-40.4759014;3.2396393;-0.1332586;8;0
383.8340987;31.1646879;-40.4927986;3.2127012;-0.1362578;8;0
384.0340123;30.965111;-40.5042643;3.1851564;-0.1393232;8;0
384.2339259;30.7652918;-40.5101673;3.156989;-0.1424907;8;0
384.4338395;30.565386;-40.5103763;3.1281781;-0.1457853;8;0
384.6337531;30.3655607;-40.504759;3.0986818;-0.1493328;8;0
384.8336667;30.1659882;-40.4931789;3.0684621;-0.1530106;8;-0.1318671
385.0335802;29.966873;-40.4755054;3.0375858;-0.1555983;7.9967041;-1.5302762
385.2334938;29.7683974;-40.4516469;3.006253;-0.1578895;7.958356;-1.2694817
385.4334074;29.5707728;-40.4215365;2.9744848;-0.1588386;7.9264025;-1.5034881
385.633321;29.3742224;-40.3851882;2.9430856;-0.1553447;7.8883915;-1.4891028
385.8332346;29.1788523;-40.3427445;2.9123649;-0.1519863;7.8505629;-1.4748551
386.0331482;28.9848998;-40.2943966;2.8823548;-0.148136;7.8129156;-1.4607437
386.2330618;28.7924445;-40.2403214;2.8531354;-0.1442057;7.7754489;-1.4467674
386.4329754;28.6016111;-40.1807151;2.8246849;-0.1404038;7.7381618;-1.4329247
386.632889;28.4125604;-40.1157883;2.7969956;-0.1366509;7.7010536;-1.4192145
386.8328026;28.2253177;-40.045708;2.7700404;-0.1330117;7.6641233;-1.4056355
387.0327162;28.0400349;-39.9706858;2.7438036;-0.1295031;7.6273701;-1.3921864
387.2326298;27.8567435;-39.8908867;2.7182578;-0.1260782;7.5907931;-1.378866
387.4325434;27.6755115;-39.8064885;2.6933859;-0.1227561;7.5543916;-1.3656731
387.632457;27.4964295;-39.7176804;2.6691709;-0.1195285;7.5181646;-1.3526064
387.8323705;27.3194907;-39.6246029;2.6455901;-0.1163732;7.4821113;-1.3396646
388.0322841;27.1447921;-39.5274491;2.6226345;-0.1133107;7.446231;-1.3268468
388.2321977;26.9723263;-39.4263559;2.6002831;-0.110308;7.4105227;-1.3141515
388.4321113;26.8021235;-39.3214789;2.5785245;-0.1073756;7.3749856;-1.3015778
388.6320249;26.6342317;-39.212986;2.5573477;-0.1045059;7.339619;-1.2891243
388.8319385;26.4686177;-39.100992;2.5367367;-0.1016857;7.3044219;-1.27679
389.0318521;26.3053376;-38.9856709;2.5166863;-0.0989242;7.2693937;-1.2645737
389.2317657;26.144359;-38.8671354;2.4971826;-0.0962021;7.2345334;-1.2524743
389.4316793;25.9856834;-38.7455208;2.478218;-0.0935258;7.1998403;-1.2404906
389.6315929;25.8293258;-38.6209739;2.4597863;-0.0908862;7.1653135;-1.2286216
389.8315065;25.6752367;-38.4935901;2.4418768;-0.0882806;7.1309524;-1.2286216
390.0314201;25.5234377;-38.3635221;2.4244864;-0.08571;7.0964248;-1.0812549
390.2313337;25.3738813;-38.2308649;2.4076066;-0.0831647;7.0658991;-0.8914172
390.4312473;25.2265462;-38.0957351;2.3912321;-0.0806493;7.0406333;-0.7158411
390.6311609;25.0814207;-37.9582587;2.3753595;-0.0781554;7.0202781;-0.5527527
390.8310744;24.938447;-37.8185179;2.3599818;-0.0756841;7.0045199;-0.4010135
391.030988;24.7976158;-37.676642;2.3450976;-0.0732284;6.9930654;-0.2591849
391.2309016;24.6588715;-37.5327142;2.3307025;-0.0707873;6.985652;-0.1262606
391.4308152;24.5221745;-37.3868339;2.3167932;-0.0683621;6.9820378;-0.0014376
391.6307288;24.3874912;-37.2391071;2.3033691;-0.065942;6.9819966;0.1166157
391.8306424;24.2547592;-37.0896089;2.2904268;-0.0635361;6.9853348;0.2281365
392.030556;24.1239428;-36.9384437;2.277965;-0.0611368;6.9918608;0.3341705
392.2304696;23.9949814;-36.7856883;2.2659822;-0.0587452;7.001409;0.4352362
392.4303832;23.8678212;-36.6314268;2.2544761;-0.0563634;7.0138255;0.5317668
392.6302968;23.7424102;-36.4757461;2.2434463;-0.0539847;7.028966;0.6245998
392.8302104;23.6186842;-36.3187179;2.232891;-0.0516142;7.0467081;0.7139212
393.030124;23.496586;-36.1604227;2.2228091;-0.0492476;7.0669328;0.8003745
393.2300376;23.3760523;-36.0009332;2.2132001;-0.0468848;7.0895381;0.8843334
393.4299512;23.2570184;-35.8403205;2.2040628;-0.0445274;7.1144312;0.9660865
393.6298647;23.1394185;-35.6786538;2.1953967;-0.0421711;7.1415264;1.046183
393.8297783;23.0231876;-35.5160041;2.1872014;-0.0398187;7.1707525;1.1247856
394.0296919;22.9082521;-35.3524302;2.179476;-0.0374675;7.2020422;1.2023204
394.2296055;22.794547;-35.1880027;2.1722206;-0.0351177;7.2353391;1.2790569
394.4295191;22.6819997;-35.022782;2.1654348;-0.03277;7.2705938;1.355218
394.6294327;22.5705341;-34.8568228;2.1591183;-0.0304218;7.3077621;1.4311872
394.8293463;22.4600849;-34.6901964;2.1532713;-0.0280748;7.3468098;1.5071125
395.0292599;22.350567;-34.5229442;2.1478932;-0.0257283;7.3877059;1.5832522
395.2291735;22.2419139;-34.3551356;2.1429843;-0.0233818;7.4304257;1.6598634
395.4290871;22.1340479;-34.1868233;2.1385445;-0.0210352;7.4749505;1.7371681
395.6290007;22.0268856;-34.0180511;2.1345739;-0.0186869;7.5212666;1.8154585
395.8289143;21.9203615;-33.8488907;2.131073;-0.0163384;7.5693673;1.8948668
396.0288279;21.8143835;-33.679372;2.1280412;-0.0139929;7.619248;1.9754018
396.2287415;21.7088836;-33.5095633;2.1254782;-0.0116477;7.6709035;2.0574402
396.4286551;21.6037818;-33.339513;2.1233819;-0.0093815;7.7243369;2.1364769
396.6285686;21.4989942;-33.1692567;2.1217136;-0.0073081;7.7794345;2.2057597
396.8284822;21.3944619;-32.9988581;2.12046;-0.0052337;7.8359125;2.2771339
397.0283958;21.2901056;-32.8283407;2.1195655;-0.0038598;7.8937941;2.307045
397.2283094;21.1858827;-32.6577457;2.118913;-0.0026685;7.9520063;1.9148174
397.428223;21.0817522;-32.4870972;2.1184937;-0.0016436;8;0
397.6281366;20.9776767;-32.3164102;2.1182276;-0.0010186;8;0
397.8280502;20.873637;-32.1457038;2.1180864;-0.0003935;8;0
398.0279638;20.7696112;-31.9749879;2.1180522;0.0000053;8;0
398.2278774;20.6655849;-31.8042719;2.1180874;0.000346;8;0
398.427791;20.5615468;-31.6335628;2.1181906;0.000686;8;0
398.6277046;20.4574851;-31.4628679;2.1183615;0.001024;8;0
398.8276182;20.3533889;-31.2921948;2.1186;0.001362;8;0
399.0275318;20.2492456;-31.1215493;2.1189066;0.0017066;8;0
399.2274454;20.1450446;-30.9509399;2.1192824;0.002053;8;0
399.4273589;20.0407737;-30.7803737;2.1197274;0.0023995;8;0
399.6272725;19.9364207;-30.6098569;2.1202418;0.0027464;8;0
399.8271861;19.8319744;-30.439398;2.1208255;0.0030933;8;0
400.0270997;19.7274225;-30.2690034;2.1214789;0.0034441;8;0
400.2270133;19.6227533;-30.0986808;2.1222026;0.0037959;8;0
400.4269269;19.5179549;-29.9284377;2.1229966;0.0041489;8;0
400.6268405;19.4130153;-29.7582817;2.1238616;0.0045047;8;0
400.8267541;19.3079224;-29.58822;2.1247977;0.0048604;8;0
401.0266677;19.2026647;-29.418261;2.1258052;0.0052201;8;0
401.2265813;19.0972294;-29.2484116;2.1268848;0.0055807;8;0
401.4264949;18.9916045;-29.0786798;2.1280366;0.0059429;8;0
401.6264085;18.8857786;-28.9090742;2.1292612;0.0063086;8;0
401.8263221;18.779738;-28.7396011;2.130559;0.0066744;8;0
402.0262357;18.6734723;-28.5702711;2.1319302;0.0070445;8;0
402.2261492;18.5669677;-28.40109;2.1333756;0.0074157;8;0
402.4260628;18.4602122;-28.2320667;2.1348952;0.0077887;8;0
402.6259764;18.3531945;-28.0632112;2.13649;0.0081655;8;0
402.82589;18.2458999;-27.8945284;2.13816;0.0085423;8;0
403.0258036;18.138319;-27.7260316;2.1399058;0.0089237;8;0
403.2257172;18.0304368;-27.5577256;2.141728;0.0093062;8;0
403.4256308;17.9222413;-27.3896201;2.1436267;0.0096904;8;0
403.6255444;17.8137216;-27.2217265;2.1456027;0.0100784;8;0
403.825458;17.7048619;-27.0540488;2.1476564;0.0104664;8;0
404.0253716;17.5956537;-26.8866026;2.1497879;0.0108587;8;0
404.2252852;17.4860811;-26.7193921;2.151998;0.0112521;8;0
404.4251988;17.3761322;-26.5524278;2.1542868;0.0116469;8;0
404.6251124;17.2657965;-26.3857224;2.156655;0.0120451;8;0
404.825026;17.1550572;-26.2192795;2.1591028;0.0124433;8;0
405.0249396;17.0439069;-26.0531166;2.1616304;0.0128451;8;0
405.2248531;16.9323288;-25.8872375;2.1642386;0.0132476;8;0
405.4247667;16.8203113;-25.7216538;2.1669272;0.0136516;8;0
405.6246803;16.7078442;-25.5563791;2.1696971;0.0140588;8;0
405.8245939;16.5949102;-25.3914171;2.1725484;0.0144661;8;0
406.0245075;16.4815026;-25.2267868;2.175481;0.0148733;8;0
406.2244211;16.3676044;-25.062492;2.1784951;0.0152805;8;0
406.4243347;16.2532043;-24.8985452;2.1815905;0.0156857;8;0
406.6242483;16.1382927;-24.7349608;2.1847663;0.0160865;8;0
406.8241619;16.0228526;-24.5717426;2.1880224;0.0164873;8;0
407.0240755;15.9068784;-24.4089102;2.1913579;0.0168823;8;0
407.2239891;15.7903537;-24.2464678;2.1947723;0.017276;8;0
407.4239027;15.6732679;-24.0844279;2.1982653;0.0176678;8;0
407.6238163;15.5556127;-23.9228056;2.2018361;0.0180554;8;0
407.8237299;15.437372;-23.7616049;2.2054844;0.0184433;8;0
408.0236434;15.3185407;-23.6008453;2.2092098;0.0188263;8;0
408.223557;15.1991037;-23.4405321;2.2130117;0.0192086;8;0
408.4234706;15.0790513;-23.2806778;2.2168899;0.0195893;8;0
408.6233842;14.9583758;-23.1212976;2.2208438;0.0199667;8;0
408.8232978;14.8370624;-22.9623968;2.2248732;0.0203444;8;0
409.0232114;14.7151065;-22.8039941;2.2289777;0.0207183;8;0
409.223125;14.5924942;-22.6460963;2.2331569;0.0210918;8;0
409.4230386;14.4692166;-22.4887161;2.2374108;0.0214642;8;0
409.6229522;14.3452666;-22.3318685;2.2417387;0.021834;8;0
409.8228658;14.2206309;-22.1755606;2.2461407;0.0222043;8;0
410.0227794;14.0953046;-22.0198101;2.2506164;0.0225716;8;0
410.222693;13.9692759;-21.8646255;2.2551654;0.0229389;8;0
410.4226066;13.8425365;-21.7100201;2.259788;0.0233053;8;0
410.6225202;13.7150793;-21.5560081;2.2644834;0.0236693;8;0
410.8224338;13.5868934;-21.4025994;2.2692516;0.0240338;8;0
411.0223473;13.4579728;-21.2498094;2.2740926;0.024397;8;0
411.2222609;13.3283083;-21.0976497;2.2790063;0.0247607;8;0
411.4221745;13.1978921;-20.9461336;2.2839926;0.0251219;8;0
411.6220881;13.0667169;-20.7952747;2.2890502;0.0254759;8;0
411.8220017;12.9347751;-20.6450858;2.2941786;0.0258305;8;0
412.0219153;12.8020581;-20.4955838;2.2994402;0.026949;8;0
412.2218289;12.6685366;-20.3467979;2.3049566;0.0282395;8;-1.1143587
412.4217425;12.5341771;-20.1987687;2.3107561;0.0303246;7.9721044;-3.4370016
412.6216561;12.3989211;-20.051563;2.3171993;0.0341369;7.885445;-3.2595536
412.8215697;12.2626578;-19.9052776;2.3244049;0.0379476;7.8023704;-3.0645395
413.0214833;12.1252966;-19.7600409;2.3324045;0.0421615;7.7234512;-2.8706017
413.2213969;11.9867101;-19.6159609;2.3412636;0.0464677;7.6487877;-2.6625263
413.4213105;11.8467877;-19.4731713;2.3509942;0.0511122;7.5788787;-2.4155418
413.6212241;11.7054197;-19.3318283;2.3617516;0.0565131;7.5148921;-2.1718388
413.8211376;11.562454;-19.1920818;2.3735904;0.0619226;7.4568924;-1.9248424
414.0210512;11.4177726;-19.0541195;2.3865182;0.067429;7.405109;-1.6756416
414.2209648;11.271246;-18.9181215;2.4005531;0.0729837;7.3597332;-1.4275251
414.4208784;11.1227491;-18.7842742;2.415699;0.0784959;7.3208544;-1.2825411
414.620792;10.9721656;-18.6527694;2.4319316;0.083899;7.2857473;-1.2702698
414.8207056;10.8194153;-18.5238236;2.4492463;0.0893382;7.2508086;-1.2581159
415.0206192;10.6643619;-18.3976061;2.467648;0.0947341;7.2160375;-1.2460783
415.2205328;10.5069627;-18.2743611;2.487129;0.1001697;7.1814331;-1.2341558
415.4204464;10.3471322;-18.1542962;2.5076993;0.105603;7.1469946;-1.2223475
415.62036;10.1847761;-18.0376132;2.5293521;0.1110053;7.1127213;-1.2106521
415.8202736;10.0199183;-17.9245943;2.5520867;0.1164851;7.0786123;-1.1990686
416.0201872;9.8524173;-17.8154079;2.5759221;0.1219239;7.0446669;-1.1875959
416.2201008;9.6823389;-17.710358;2.6008461;0.1274444;7.0108843;-1.176233
416.4200144;9.5096521;-17.6096823;2.6268794;0.1330017;6.9772637;-1.1649789
416.619928;9.3342999;-17.5136064;2.6540287;0.1385794;6.9438044;-1.1538324
416.8198415;9.1564336;-17.4224659;2.6822943;0.1442879;6.9105054;-1.1427925
417.0197551;8.9759261;-17.3364518;2.7117185;0.1500224;6.8773662;-1.1318583
417.2196687;8.7929695;-17.2559122;2.7422945;0.155906;6.8443859;-1.1210287
417.4195823;8.6076127;-17.1811214;2.774057;0.1619183;6.8115637;-1.1103027
417.6194959;8.4198724;-17.1123475;2.8070477;0.1681042;6.778899;-1.0996794
417.8194095;8.2300102;-17.049948;2.8412778;0.1744532;6.7463908;-1.0891577
418.0193231;8.0380141;-16.9941847;2.876794;0.1808354;6.7140386;-1.0787367
418.2192367;7.8441622;-16.9454072;2.9135998;0.1874297;6.6818415;-1.0684153
418.4191503;7.6486398;-16.9039308;2.9517764;0.1953194;6.6497989;-1.0581928
418.6190639;7.4516214;-16.8701208;2.9918453;0.2055866;6.6179098;-1.048068
418.8189775;7.2533849;-16.8444355;3.0339844;0.2160072;6.5861737;-1.0380401
419.0188911;7.0542382;-16.827326;3.0780974;0.2252567;6.5545898;-1.0281082
419.2188047;6.8545009;-16.8191997;3.1240835;0.2348773;6.5231574;-1.0182712
419.4187183;6.6546274;-16.8204486;3.1716286;0.2340284;6.4918757;-1.0085284
419.6186318;6.4550385;-16.8309949;3.2165078;0.2150944;6.460744;-0.9988789
419.8185454;6.2560026;-16.8501217;3.2576712;0.1967246;6.4297616;-0.9893216
420.018459;6.0579628;-16.8770331;3.2949287;0.1757303;6.3989277;-0.9798558
420.2183726;5.860938;-16.9108924;3.3279278;0.1544262;6.3682418;-0.9704806
420.4182862;5.665044;-16.9508205;3.3567061;0.1336601;6.3377029;-0.9704806
420.6181998;5.4703238;-16.9959607;3.3813977;0.1134077;6.3070163;-0.6257962
420.8181134;5.2766073;-17.0455219;3.4020598;0.0932832;6.2871491;0.2140462
421.018027;5.0839348;-17.0986604;3.4186517;0.072684;6.2939515;1.0166068
421.2179406;4.8920028;-17.1546076;3.4311169;0.0520242;6.3261594;1.7879495
421.4178542;4.7006665;-17.2125473;3.4394633;0.0315788;6.3824104;2.5382071
421.6177678;4.5097371;-17.2716829;3.4437602;0.0114258;6.4614246;3.2835177
421.8176814;4.3188458;-17.331285;3.4440339;-0.0086774;6.5622288;3.3047507
422.017595;4.1279633;-17.3905224;3.4403105;-0.0285609;6.662145;2.3288894
422.2175086;3.936683;-17.4486882;3.4326171;-0.0483931;6.7316662;1.3463341
422.4174221;3.7448381;-17.505004;3.4209694;-0.0680082;6.7715309;-0.6668613
422.6173357;3.5522815;-17.5586967;3.4054385;-0.0873818;6.7518146;-1.0909097
422.8172493;3.3587848;-17.6090257;3.386028;-0.1067828;6.7194364;-1.0804719
423.0171629;3.1642529;-17.6552154;3.3627676;-0.1258918;6.6872134;-1.0701339
423.2170765;2.9686513;-17.6964873;3.3356736;-0.1451993;6.655145;-1.0598949
423.4169901;2.7718948;-17.7320702;3.3046739;-0.1652228;6.6232303;-1.0497539
423.6169037;2.574036;-17.7611348;3.2695044;-0.1865978;6.5914687;-1.0397098
423.8168173;2.3754356;-17.782777;3.230041;-0.2085297;6.5598594;-1.0297619
424.0167309;2.1757757;-17.7961956;3.1869586;-0.2212362;6.5284017;-1.0199092
424.2166445;1.9759706;-17.8007609;3.1414964;-0.2338172;6.4970949;-1.0101507
424.4165581;1.7761886;-17.7959946;3.093789;-0.2387629;6.4659381;-1.0004856
424.6164717;1.5767061;-17.7817161;3.046708;-0.2320586;6.4349308;-0.990913
424.8163853;1.3784053;-17.7582394;3.0010091;-0.2256748;6.4040722;-0.981432
425.0162989;1.1810297;-17.7257897;2.9564865;-0.2194569;6.3733615;-0.9720417
425.2162125;0.9854416;-17.684749;2.9132406;-0.2133234;6.3427982;-0.9627412
425.416126;0.7917769;-17.6354073;2.8711962;-0.2074947;6.3123814;-0.9535297
425.6160396;0.600254;-17.5780555;2.8302659;-0.2019641;6.2821104;-0.9444063
425.8159532;0.4113;-17.5130535;2.7904396;-0.1966735;6.2519847;-0.9353703
426.0158668;0.224934;-17.4406304;2.7516213;-0.1916176;6.2220033;-0.9264207
426.2157804;0.0415333;-17.3611457;2.7138091;-0.186736;6.1921658;-0.9175567
426.415694;-0.1387775;-17.274869;2.6769496;-0.1820749;6.1624714;-0.9087776
426.6156076;-0.3158427;-17.1820804;2.6410027;-0.177575;6.1329193;-0.9000824
426.8155212;-0.4894907;-17.0830722;2.6059389;-0.1732739;6.103509;-0.8914704
427.0154348;-0.6596141;-16.978104;2.5717144;-0.1691462;6.0742397;-0.8829409
427.2153484;-0.826095;-16.8674413;2.5382998;-0.1651727;6.0451108;-0.8744929
427.415262;-0.9888239;-16.7513476;2.5056619;-0.1613916;6.0161215;-0.8661258
427.6151756;-1.1477268;-16.6300617;2.4737643;-0.1577522;5.9872713;-0.8578387
427.8150892;-1.3027382;-16.5038152;2.4425769;-0.1542685;5.9585594;-0.8496309
428.0150028;-1.4537586;-16.3728697;2.4120759;-0.1509239;5.9299852;-0.8415017
428.2149163;-1.6007859;-16.2374037;2.3822264;-0.1477016;5.9015481;-0.8415017
428.4148299;-1.74373;-16.0976745;2.3530104;-0.1446261;5.8729732;-0.758275
428.6147435;-1.8825819;-15.9538641;2.3243966;-0.1416593;5.8471049;-0.5927372
428.8146571;-2.0173208;-15.8061625;2.296361;-0.1388175;5.8268038;-0.4468042
429.0145707;-2.147879;-15.6548138;2.2688861;-0.1361028;5.8114541;-0.3183331
429.2144843;-2.2743042;-15.4999286;2.2419375;-0.1334845;5.8004931;-0.2043573
429.4143979;-2.3965242;-15.3417603;2.2155079;-0.1309669;5.7934456;-0.1034536
429.6143115;-2.5145736;-15.1804301;2.1895708;-0.1285302;5.7898747;-0.0135654
429.8142251;-2.6284498;-15.0161038;2.1641093;-0.1261897;5.7894063;0.065943
430.0141387;-2.7381187;-14.8489968;2.139112;-0.1239384;5.7916829;0.1363578
430.2140523;-2.8436457;-14.6791725;2.1145499;-0.1217637;5.7963877;0.1989965
430.4139659;-2.9449776;-14.5068807;2.0904217;-0.1196655;5.8032469;0.2546194
430.6138795;-3.0421745;-14.3321873;2.066703;-0.1176314;5.8120116;0.3043038
430.8137931;-3.1352422;-14.1552451;2.0433821;-0.1156746;5.8224692;0.3481643
431.0137067;-3.2241746;-13.9762364;2.0204497;-0.1137889;5.8344111;0.3869165
431.2136202;-3.3090391;-13.7951931;1.9978809;-0.111965;5.8476536;0.4213224
431.4135338;-3.389802;-13.6123596;1.9756799;-0.1101834;5.8620396;0.4524204
431.6134474;-3.4665336;-13.4277548;1.9538261;-0.1084507;5.8774483;0.4802695
431.813361;-3.5392468;-13.2415247;1.932312;-0.1067851;5.8937614;0.504505
432.0132746;-3.6079557;-13.0538185;1.9111275;-0.1051839;5.9108492;0.5254883
432.2131882;-3.6727232;-12.8646483;1.8902516;-0.1036326;5.9285954;0.543967
432.4131018;-3.7335343;-12.6742504;1.869689;-0.1021259;5.9469098;0.5602997
432.6130154;-3.7904591;-12.4826061;1.8494188;-0.1006618;5.9657153;0.5747125
432.812929;-3.8435155;-12.2898558;1.8294366;-0.0992464;5.9849431;0.5871167
433.0128426;-3.8927302;-12.0961193;1.8097358;-0.0978734;6.0045224;0.5978591
433.2127562;-3.9381589;-11.9013958;1.7902993;-0.0965416;6.0243946;0.6070857
